Id,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,MasVnrArea,Foundation,BsmtQual,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SalePrice
167,10708,Inside,ClearCr,1Fam,1Story,5,5,1955,Hip,0,CBlock,TA,1617,GasA,1867,0,1,0,2,1,3,1,303,11,2009,COD,190000
168,10562,Inside,NridgHt,1Fam,2Story,8,5,2007,Gable,300,PConc,Ex,1582,GasA,1610,551,1,1,3,1,1,3,789,11,2007,New,325624
169,8244,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,0,PConc,Gd,840,GasA,840,880,2,1,3,1,1,2,440,5,2007,WD,183500
170,16669,Corner,Timber,1Fam,1Story,8,6,1981,Hip,653,CBlock,Gd,1686,GasA,1707,0,2,1,2,1,1,2,511,1,2006,WD,228000
171,12358,Inside,OldTown,1Fam,1.5Fin,5,6,1941,Gable,0,CBlock,TA,720,GasA,854,0,1,1,2,1,0,2,660,5,2007,WD,128500
172,31770,Corner,NAmes,1Fam,1Story,6,5,1960,Hip,112,CBlock,TA,1080,GasA,1656,0,1,0,3,1,2,2,528,5,2010,WD,215000
173,5306,Inside,StoneBr,TwnhsE,2Story,7,7,1987,Gable,0,PConc,Gd,1064,GasA,1064,703,2,0,2,1,1,2,504,6,2006,WD,239000
174,10197,Inside,NAmes,1Fam,1Story,6,5,1961,Gable,491,CBlock,TA,1362,GasA,1362,0,1,1,3,1,1,2,504,6,2008,COD,163000
175,12416,Inside,Timber,1Fam,1Story,6,5,1986,Gable,132,CBlock,Gd,1606,GasA,1651,0,2,0,3,1,1,2,616,11,2008,WD,184000
176,12615,Corner,Edwards,1Fam,1Story,6,7,1950,Gable,0,CBlock,TA,1202,GasA,2158,0,2,0,4,1,1,2,576,6,2007,WD,243000
177,10029,Corner,ClearCr,1Fam,2Story,6,5,1988,Gable,268,PConc,Gd,1151,GasA,1164,896,2,1,4,1,1,2,521,9,2007,WD,211000
178,13650,Inside,Sawyer,1Fam,1.5Fin,5,5,1958,Gable,0,CBlock,TA,1052,GasA,1252,668,2,0,4,1,1,2,451,7,2006,WD,172500
179,17423,CulDSac,StoneBr,1Fam,1Story,9,5,2008,Hip,748,PConc,Ex,2216,GasA,2234,0,2,0,1,1,1,3,1166,7,2009,New,501837
180,8520,Inside,OldTown,1Fam,1Story,5,6,1923,Gable,0,CBlock,TA,968,GasA,968,0,1,0,2,1,0,2,480,7,2007,WD,100000
181,2117,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,456,PConc,Gd,756,GasA,769,756,2,1,3,1,1,2,440,6,2007,WD,177000
182,7588,Inside,Crawfor,1Fam,2Story,7,6,1920,Gable,0,BrkTil,Fa,793,GasA,901,901,1,1,4,1,1,1,216,7,2006,WD,200100
183,9060,Inside,Edwards,1Fam,1Story,5,6,1957,Hip,98,PConc,,0,GasA,1340,0,1,0,3,1,1,1,252,6,2007,WD,120000
184,11426,Inside,OldTown,1Fam,1.5Fin,7,5,2003,Gable,0,PConc,Gd,1362,GasA,1362,720,2,1,3,1,0,2,484,6,2008,WD,200000
185,7438,Inside,BrkSide,1Fam,1.5Fin,5,8,1908,Gable,0,PConc,Fa,504,GasA,936,316,1,0,3,1,0,2,576,6,2006,WD,127000
186,22950,Inside,OldTown,1Fam,2.5Fin,10,9,1892,Gable,0,BrkTil,TA,1107,GasA,1518,1518,2,1,4,1,2,3,840,6,2006,WD,475000
187,9947,CulDSac,Mitchel,1Fam,SLvl,7,5,1990,Gable,0,PConc,Gd,1188,GasA,1217,0,2,0,3,1,0,2,497,6,2009,WD,173000
188,10410,Inside,OldTown,1Fam,1.5Fin,5,7,1916,Gable,0,CBlock,Fa,660,GasA,808,704,2,1,3,1,0,1,180,8,2009,WD,135000
189,7018,Inside,SawyerW,Duplex,SFoyer,5,5,1979,Gable,275,CBlock,Gd,1086,GasA,1224,0,0,2,2,2,2,2,528,6,2009,WD,153337
190,4923,Inside,StoneBr,TwnhsE,1Story,8,5,2001,Gable,0,PConc,Ex,1593,GasA,1593,0,1,1,0,1,1,2,682,8,2008,WD,286000
191,10570,Inside,Crawfor,1Fam,2Story,8,8,1932,Hip,0,CBlock,Gd,853,GasA,1549,1178,2,1,3,1,2,2,440,12,2007,WD,315000
192,7472,CulDSac,NAmes,1Fam,2Story,7,9,1972,Gable,138,CBlock,TA,725,GasA,725,754,1,1,4,1,0,2,484,6,2007,WD,184000
193,9017,Inside,CollgCr,1Fam,1Story,7,5,1999,Gable,0,PConc,Gd,1431,GasA,1431,0,2,0,3,1,0,2,666,9,2009,WD,192000
194,2522,Inside,Edwards,Twnhs,2Story,7,5,2004,Gable,50,PConc,Gd,970,GasA,970,739,2,0,3,1,0,2,380,5,2006,WD,130000
195,7180,Inside,CollgCr,1Fam,1Story,5,7,1972,Hip,0,CBlock,TA,864,GasA,864,0,1,0,3,1,0,1,352,5,2008,WD,127000
196,2280,FR2,NPkVill,Twnhs,2Story,6,6,1976,Gable,0,CBlock,Gd,855,GasA,855,601,2,1,3,1,1,2,440,7,2009,WD,148500
197,9416,Inside,Somerst,1Fam,1Story,7,5,2007,Hip,205,PConc,Ex,1726,GasA,1726,0,2,0,3,1,1,3,786,9,2007,New,311872
198,25419,Corner,NAmes,1Fam,2Story,8,4,1918,Gable,0,PConc,TA,1360,GasA,1360,1360,2,0,4,1,1,2,795,3,2006,WD,235000
199,5520,Corner,OldTown,1Fam,2.5Fin,6,6,1912,Gable,0,CBlock,TA,755,GasA,929,929,1,0,5,1,0,0,0,7,2009,WD,104000
200,9591,Inside,NridgHt,1Fam,1Story,8,5,2004,Hip,262,PConc,Ex,1713,GasA,1713,0,2,0,3,1,1,3,856,1,2009,WD,274900
201,8546,Corner,Edwards,1Fam,1Story,4,5,2003,Gable,0,PConc,Gd,1121,GasA,1121,0,2,0,2,1,0,2,440,3,2010,WD,140000
202,10125,Inside,Mitchel,1Fam,1Story,6,6,1977,Gable,0,CBlock,TA,1196,GasA,1279,0,2,0,3,1,2,2,473,2,2008,WD,171500
203,7000,Corner,OldTown,1Fam,1.5Fin,6,6,1924,Gable,0,BrkTil,Fa,617,GasA,865,445,2,0,2,1,0,1,398,5,2006,COD,112000
204,4438,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,205,PConc,Gd,848,GasA,848,0,1,0,1,1,1,2,420,1,2008,WD,149000
205,3500,Inside,OldTown,1Fam,1.5Fin,5,7,1947,Gable,0,CBlock,TA,720,GasA,720,564,1,1,2,1,0,1,240,4,2009,WD,110000
206,11851,Corner,Gilbert,1Fam,1Story,7,5,1990,Gable,0,PConc,Gd,1424,GasA,1442,0,2,0,3,1,0,2,500,5,2009,WD,180500
207,13673,CulDSac,Sawyer,1Fam,1Story,5,5,1962,Gable,0,CBlock,TA,1140,GasA,1696,0,1,1,3,1,1,1,349,3,2007,WD,143900
208,12493,Inside,NAmes,1Fam,1Story,4,5,1960,Gable,0,PConc,TA,1100,GasA,1100,0,1,0,3,1,1,1,312,4,2008,WD,141000
209,14364,Inside,SawyerW,1Fam,2Story,7,5,1988,Gable,128,CBlock,Gd,1157,GasA,1180,882,2,1,3,1,1,2,454,4,2007,WD,277000
210,8250,Inside,NAmes,1Fam,1Story,6,7,1964,Hip,260,CBlock,Gd,1092,GasA,1092,0,1,0,3,1,0,2,504,7,2008,WD,145000
211,5604,Inside,Edwards,1Fam,1Story,5,6,1925,Gable,0,CBlock,TA,864,GasA,864,0,1,0,2,1,0,0,0,4,2008,WD,98000
212,10420,Corner,Edwards,1Fam,1Story,6,5,2009,Gable,0,PConc,Gd,1212,GasA,1212,0,2,0,3,1,0,2,460,3,2010,WD,186000
213,8640,Inside,Somerst,1Fam,2Story,7,5,2009,Gable,0,PConc,Gd,900,GasA,932,920,2,1,3,1,1,2,644,7,2009,New,252678
214,13568,CulDSac,CollgCr,1Fam,1Story,5,5,1995,Gable,0,PConc,Gd,990,GasA,990,0,1,0,3,1,0,2,576,7,2006,WD,156000
215,10900,FR2,CollgCr,1Fam,2Story,6,7,1977,Gable,153,CBlock,Gd,689,GasA,689,703,1,1,3,1,0,1,299,3,2010,WD,161750
216,10011,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,64,CBlock,TA,1070,GasA,1236,0,1,0,2,1,1,1,447,5,2006,WD,134450
217,8450,Inside,CollgCr,1Fam,1Story,7,5,2004,Gable,266,PConc,Gd,1436,GasA,1436,0,2,0,3,1,0,2,484,4,2008,WD,210000
218,9906,Inside,OldTown,1Fam,2Story,4,4,1925,Gable,0,CBlock,TA,686,GasA,810,518,1,0,3,1,0,1,210,9,2006,WD,107000
219,15660,Corner,Crawfor,1Fam,1.5Fin,7,9,1939,Gable,312,CBlock,TA,798,GasA,1137,817,1,1,3,1,2,2,431,5,2008,WD,311500
220,3010,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,16,PConc,Gd,1248,GasA,1248,0,2,0,2,1,0,2,438,3,2006,New,167240
221,8990,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,0,PConc,Gd,1498,GasA,1498,0,2,0,2,1,0,2,675,4,2006,New,204900
222,8068,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,0,PConc,Gd,1010,GasA,1010,1257,2,1,4,1,1,2,390,12,2009,ConLI,200000
223,11475,Inside,NWAmes,1Fam,2Story,6,6,1975,Gable,0,CBlock,Gd,713,GasA,811,741,2,1,3,1,1,2,434,2,2006,WD,179900
224,10500,FR2,NAmes,1Fam,1Story,4,6,1971,Gable,0,CBlock,TA,864,GasA,864,0,1,0,2,1,0,2,576,3,2009,WD,97000
225,13472,Inside,NridgHt,1Fam,1Story,10,5,2003,Hip,922,PConc,Ex,2392,GasA,2392,0,2,0,3,1,1,3,968,6,2009,WD,386250
226,1680,Inside,BrDale,Twnhs,2Story,5,5,1971,Gable,142,CBlock,TA,630,GasA,630,672,2,1,3,1,0,1,280,5,2009,COD,112000
227,9950,Inside,NoRidge,1Fam,2Story,7,5,1995,Gable,290,PConc,Gd,1203,GasA,1214,1306,2,1,4,1,1,3,721,6,2007,WD,290000
228,1869,Inside,BrDale,Twnhs,2Story,6,6,1970,Gable,127,CBlock,TA,483,GasA,483,504,1,1,2,1,0,1,280,9,2008,WD,106000
229,8521,FR2,Sawyer,1Fam,1Story,5,5,1967,Gable,0,CBlock,TA,912,GasA,912,0,1,0,3,1,1,1,336,5,2010,WD,125000
230,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,16,PConc,Gd,1373,GasA,1555,0,2,0,2,1,1,2,430,5,2009,WD,192500
231,8760,Inside,NAmes,1Fam,1Story,6,6,1959,Hip,220,CBlock,TA,1194,GasA,1194,0,1,0,3,1,0,1,312,4,2010,WD,148000
232,15138,Inside,NoRidge,1Fam,2Story,8,5,1995,Gable,506,PConc,Gd,1462,GasA,1490,1304,2,1,4,1,1,3,810,7,2009,WD,403000
233,1680,Inside,BrDale,Twnhs,2Story,6,5,1972,Gable,297,CBlock,TA,483,GasA,483,504,1,1,2,1,1,1,288,6,2006,WD,94500
234,10650,Corner,CollgCr,1Fam,1Story,5,6,1976,Gable,0,CBlock,TA,894,GasA,894,0,1,0,3,1,0,1,308,2,2010,WD,128200
235,7851,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,,PConc,Gd,860,GasA,860,1100,2,1,4,1,2,2,440,5,2010,WD,216500
236,1680,Inside,BrDale,TwnhsE,2Story,6,3,1971,Gable,604,CBlock,TA,483,GasA,483,504,1,1,2,1,0,1,264,8,2008,WD,89500
237,8773,FR2,CollgCr,1Fam,1Story,7,5,2004,Gable,98,PConc,Gd,1414,GasA,1414,0,2,0,3,1,0,2,494,5,2010,WD,185500
238,9453,CulDSac,SawyerW,1Fam,2Story,7,7,1993,Gable,0,PConc,Gd,996,GasA,1014,730,2,1,3,1,0,2,457,2,2010,WD,194500
239,12030,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,254,PConc,Ex,1694,GasA,1694,0,2,0,3,1,0,3,818,12,2007,New,318000
240,8741,Inside,Edwards,1Fam,1.5Fin,6,4,1945,Gable,0,CBlock,TA,735,GasA,798,689,1,1,3,1,1,1,220,4,2010,WD,113000
241,9000,Inside,Somerst,1Fam,1Story,8,5,2008,Gable,36,PConc,Gd,1566,GasA,1566,0,2,0,3,1,0,2,750,4,2010,WD,262500
242,3880,Inside,OldTown,1Fam,1Story,5,9,1945,Gable,0,CBlock,TA,686,GasA,866,0,1,0,2,1,0,0,0,8,2007,WD,110500
243,5000,Corner,OldTown,1Fam,1.5Fin,5,4,1900,Gable,0,BrkTil,TA,540,GasA,889,551,1,0,3,1,0,1,352,4,2006,WD,79000
244,10762,Corner,SawyerW,TwnhsE,2Story,6,6,1980,Gable,0,CBlock,Gd,626,GasA,626,591,1,1,3,1,1,1,288,4,2009,WD,120000
245,8880,Inside,SawyerW,1Fam,2Story,7,5,1994,Gable,0,PConc,Gd,948,GasA,1222,888,2,1,3,1,2,2,463,5,2010,WD,205000
246,10400,Inside,NWAmes,1Fam,1Story,7,5,1988,Gable,102,CBlock,Gd,1845,GasA,1872,0,2,0,3,1,1,2,604,6,2006,WD,241500
247,9142,Inside,OldTown,2fmCon,2Story,6,8,1910,Gable,0,Stone,Fa,1020,GasA,908,1020,2,0,4,2,0,1,440,4,2006,WD,137000
248,11310,Inside,NAmes,1Fam,1Story,6,5,1954,Hip,0,CBlock,TA,1367,GasA,1375,0,1,0,2,1,1,2,451,6,2006,WD,140000
249,11317,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,101,PConc,Gd,840,GasA,840,828,2,1,3,1,0,2,500,9,2007,WD,180000
250,159000,CulDSac,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,472,CBlock,Gd,1444,GasA,1444,700,2,0,4,1,2,2,389,6,2007,WD,277000
251,5350,Inside,BrkSide,1Fam,1Story,3,2,1940,Gable,0,CBlock,TA,728,GasA,1306,0,1,0,3,1,0,0,0,5,2010,WD,76500
252,4750,Inside,Crawfor,TwnhsE,1Story,8,5,2006,Hip,481,PConc,Gd,1573,GasA,1625,0,2,0,2,1,1,2,538,12,2007,WD,235000
253,8366,Inside,SawyerW,1Fam,2Story,6,5,2004,Gable,0,PConc,Gd,798,GasA,798,842,2,1,3,1,0,2,520,12,2008,WD,173000
254,9350,Inside,NAmes,1Fam,SLvl,6,7,1964,Hip,108,CBlock,Gd,1302,GasA,1302,0,2,0,3,1,0,1,309,10,2007,CWD,158000
255,8400,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,0,CBlock,TA,1314,GasA,1314,0,1,0,3,1,0,1,294,6,2010,WD,145000
256,8738,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,302,PConc,Gd,975,GasA,1005,1286,2,1,4,1,1,2,429,2,2006,WD,230000
257,8791,Inside,Somerst,1Fam,2Story,6,5,2003,Gable,0,PConc,Gd,864,GasA,864,864,2,1,3,1,0,2,673,5,2008,WD,207500
258,8814,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,180,PConc,Gd,1604,GasA,1604,0,2,1,3,1,1,2,660,3,2009,WD,220000
259,12435,Inside,CollgCr,1Fam,2Story,7,5,2001,Gable,172,PConc,Gd,963,GasA,963,829,2,1,3,1,1,2,564,5,2008,WD,231500
260,12702,Inside,OldTown,1Fam,1Story,5,5,1956,Gable,0,PConc,,0,GasA,882,0,1,0,2,1,0,1,308,12,2008,WD,97000
261,19296,Corner,NAmes,1Fam,SLvl,6,5,1962,Gable,399,CBlock,TA,1362,GasA,1382,0,1,0,3,1,1,2,884,5,2009,WD,176000
262,9588,Inside,CollgCr,1Fam,2Story,8,5,2007,Gable,270,PConc,Ex,1482,GasA,1482,1092,2,1,3,1,1,3,868,11,2007,New,276000
263,8471,Corner,Sawyer,1Fam,SLvl,6,7,1977,Gable,46,CBlock,Gd,506,GasA,1212,0,1,0,3,1,1,2,492,7,2006,WD,151000
264,5500,Corner,OldTown,1Fam,1.5Fin,5,7,1929,Gable,0,BrkTil,TA,926,GasA,926,0,1,0,3,1,0,2,484,4,2010,WD,130000
265,5232,Inside,OldTown,1Fam,1Story,5,5,1925,Gable,0,BrkTil,Fa,680,GasA,764,0,1,0,2,1,0,2,504,6,2008,WD,73000
266,12090,Inside,NWAmes,1Fam,1Story,6,6,1981,Gable,210,CBlock,Gd,1422,GasA,1422,0,2,0,3,1,1,2,576,6,2008,WD,175500
267,11207,FR2,Gilbert,1Fam,2Story,6,5,1997,Gable,0,PConc,Gd,802,GasA,802,709,2,1,3,1,1,2,413,6,2006,WD,185000
268,8400,Inside,SWISU,1Fam,2.5Fin,5,8,1939,Gable,0,PConc,TA,720,GasA,1052,720,2,1,4,1,1,1,240,7,2008,WD,179500
269,6900,Inside,IDOTRR,1Fam,1Story,5,6,1940,Gable,0,CBlock,TA,740,GasA,778,0,1,0,2,1,1,1,924,2,2008,WD,120500
270,7917,Corner,Edwards,1Fam,1Story,6,7,1976,Hip,174,CBlock,TA,1143,GasA,1113,0,1,1,3,1,1,1,504,5,2007,WD,148000
271,10728,Inside,Somerst,1Fam,2Story,8,5,2006,Gable,0,PConc,Gd,1095,GasA,1095,844,2,1,3,1,1,3,1053,8,2006,New,266000
272,39104,CulDSac,ClearCr,1Fam,1Story,7,7,1954,Flat,0,CBlock,Gd,1385,GasA,1363,0,1,0,2,1,2,2,439,4,2008,WD,241500
273,11764,CulDSac,NoRidge,1Fam,2Story,8,7,1999,Gable,348,PConc,Gd,1152,GasA,1164,1106,2,1,4,1,1,3,671,4,2010,WD,290000
274,9600,Inside,NAmes,1Fam,1Story,6,6,1958,Hip,183,CBlock,TA,1240,GasA,1632,0,2,0,3,1,1,1,338,4,2009,WD,139000
275,8314,Corner,Mitchel,1Fam,1Story,5,7,1982,Gable,0,CBlock,TA,816,GasA,816,0,1,0,2,1,0,1,264,6,2007,WD,124500
276,7264,Inside,BrkSide,1Fam,1.5Fin,7,7,1925,Gable,0,BrkTil,TA,952,GasW,952,596,2,1,3,1,0,2,672,10,2009,WD,205000
277,9196,Inside,Mitchel,1Fam,1Story,7,5,2003,Gable,0,PConc,Ex,1560,GasA,1560,0,2,0,3,1,0,2,573,4,2010,WD,201000
278,19138,Corner,Gilbert,1Fam,1Story,4,5,1951,Gable,0,CBlock,TA,864,GasA,864,0,1,0,2,1,0,2,400,6,2010,WD,141000
279,14450,Inside,NridgHt,1Fam,1Story,9,5,2006,Gable,315,PConc,Ex,2121,GasA,2121,0,2,1,3,1,1,3,732,5,2007,New,415298
280,10005,Inside,ClearCr,1Fam,2Story,7,5,1977,Hip,299,CBlock,Gd,1160,GasA,1156,866,2,1,4,1,1,2,505,3,2008,WD,192000
281,11287,Inside,SawyerW,1Fam,2Story,7,6,1989,Gable,340,CBlock,Gd,807,GasA,1175,807,2,1,3,1,1,2,575,1,2007,WD,228500
282,7200,Inside,Somerst,1Fam,1Story,6,5,2006,Gable,68,PConc,Gd,1262,GasA,1262,0,2,0,2,1,0,2,572,5,2006,New,185000
283,5063,Inside,NridgHt,Twnhs,1Story,7,5,2007,Gable,166,PConc,Gd,1314,GasA,1314,0,2,0,2,1,1,2,626,4,2009,ConLw,207500
284,9612,Inside,Somerst,1Fam,1Story,8,5,2008,Gable,72,PConc,Gd,1468,GasA,1468,0,2,0,3,1,1,3,898,12,2009,New,244600
285,8012,Inside,SawyerW,TwnhsE,1Story,6,5,1992,Gable,0,PConc,Gd,1575,GasA,1575,0,2,0,2,1,0,2,529,7,2007,WD,179200
286,4251,Inside,Somerst,TwnhsE,2Story,7,5,2006,Gable,0,PConc,Gd,625,GasA,625,625,2,1,2,1,0,2,528,6,2007,New,164700
287,9786,Inside,NAmes,1Fam,1.5Fin,6,7,1962,Gable,0,CBlock,TA,912,GasA,1085,649,1,1,3,1,1,2,440,6,2006,WD,159000
288,8125,Corner,NAmes,1Fam,1Story,4,4,1971,Gable,0,CBlock,TA,858,GasA,858,0,1,0,3,1,0,0,0,6,2006,WD,88000
289,9819,Inside,Sawyer,1Fam,1Story,5,5,1967,Gable,31,CBlock,TA,882,GasA,900,0,1,0,3,1,0,1,280,2,2010,WD,122000
290,8730,Inside,BrkSide,1Fam,2Story,6,7,1915,Gable,0,BrkTil,TA,698,GasA,698,698,1,0,3,1,0,1,384,7,2007,WD,153575
291,15611,Inside,CollgCr,1Fam,2Story,8,5,2006,Gable,0,PConc,Gd,1079,GasA,1079,840,2,1,3,1,1,2,685,7,2006,New,233230
292,5687,Inside,SWISU,2fmCon,2Story,5,6,1912,Gable,0,PConc,TA,780,GasA,936,780,2,0,6,1,0,0,0,3,2008,WD,135900
293,11409,Inside,Edwards,1Fam,1.5Fin,5,4,1949,Gable,0,CBlock,TA,768,GasA,1148,568,1,1,3,1,1,1,281,1,2009,WD,131000
294,16659,Corner,NWAmes,1Fam,2Story,7,7,1977,Gable,34,CBlock,TA,795,GasA,1468,795,2,1,3,1,1,2,539,3,2006,WD,235000
295,9600,Inside,NAmes,1Fam,1Story,6,5,1953,Hip,238,CBlock,TA,1416,GasA,1644,0,1,0,3,1,2,2,418,10,2009,WD,167000
296,7937,CulDSac,Mitchel,1Fam,SLvl,6,6,1984,Gable,0,CBlock,TA,1003,GasA,1003,0,1,0,3,1,0,2,588,3,2006,WD,142500
297,13710,Inside,IDOTRR,1Fam,1.5Fin,5,5,1950,Gable,0,CBlock,TA,910,GasA,910,648,1,1,4,1,0,1,282,6,2007,WD,152000
298,7399,Inside,Somerst,1Fam,2Story,7,5,1997,Hip,1600,PConc,Gd,975,GasA,975,975,2,1,3,1,1,2,576,6,2007,WD,239000
299,11700,Inside,NWAmes,1Fam,2Story,6,6,1968,Mansard,365,CBlock,TA,702,GasA,1041,702,1,2,3,1,1,2,539,6,2007,WD,175000
300,14000,Inside,Crawfor,1Fam,1Story,6,8,1950,Gable,0,CBlock,TA,1092,GasA,1152,0,1,0,3,1,1,1,300,8,2009,WD,158500
301,15750,Corner,Crawfor,2fmCon,1Story,5,5,1953,Hip,56,CBlock,TA,1165,GasA,1336,0,1,0,2,1,2,1,375,6,2006,WD,157000
302,16226,Inside,CollgCr,1Fam,2Story,8,5,1998,Gable,0,PConc,Gd,1028,GasA,1210,1242,2,1,4,1,1,2,683,5,2007,WD,267000
303,13704,Corner,CollgCr,1Fam,1Story,7,5,2001,Gable,150,PConc,Gd,1541,GasA,1541,0,2,0,3,1,1,3,843,1,2006,WD,205000
304,9800,Corner,CollgCr,1Fam,1Story,5,7,1972,Gable,0,PConc,TA,894,GasA,894,0,1,0,3,1,0,2,552,7,2006,WD,149900
305,18386,Inside,OldTown,1Fam,2.5Fin,7,9,1880,Gable,0,BrkTil,TA,1470,GasA,1675,1818,3,0,3,1,1,3,870,5,2008,WD,295000
306,10386,Inside,CollgCr,1Fam,1Story,8,5,2004,Gable,246,PConc,Gd,2000,GasA,2000,0,2,0,3,1,0,3,888,7,2007,WD,305900
307,13474,Inside,SawyerW,1Fam,2Story,7,5,1990,Gable,246,CBlock,Gd,700,GasA,1122,1121,2,1,4,1,1,3,746,6,2007,WD,225000
308,7920,Inside,IDOTRR,1Fam,1.5Fin,6,7,1920,Gable,0,CBlock,TA,319,GasA,1035,371,1,0,3,1,0,0,0,3,2008,WD,89500
309,12342,Inside,Edwards,1Fam,1Story,4,5,1940,Gable,0,CBlock,TA,861,GasA,861,0,1,0,1,1,0,2,539,3,2009,WD,82500
310,12378,Inside,NridgHt,1Fam,1Story,9,5,2003,Gable,0,PConc,Ex,1896,GasA,1944,0,2,0,3,1,3,3,708,11,2006,WD,360000
311,7685,Inside,Gilbert,1Fam,2Story,6,5,1993,Gable,112,PConc,Gd,697,GasA,697,804,2,1,3,1,1,2,420,5,2006,WD,165600
312,8000,Inside,NAmes,1Fam,1Story,6,6,1948,Gable,0,CBlock,TA,972,GasA,972,0,1,0,2,1,1,1,240,5,2009,WD,132000
313,7800,Inside,OldTown,2fmCon,1.5Fin,5,7,1939,Gable,0,CBlock,Gd,793,GasA,793,325,1,0,3,1,1,2,410,5,2006,WD,119900
314,215245,Inside,Timber,1Fam,1Story,7,5,1965,Hip,0,CBlock,Gd,2136,GasW,2036,0,2,0,3,1,2,2,513,6,2009,WD,375000
315,9600,Inside,OldTown,1Fam,2Story,7,7,1925,Gable,0,BrkTil,TA,728,GasA,832,809,1,1,3,1,1,2,546,8,2006,WD,178000
316,7795,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,0,PConc,Gd,716,GasA,716,716,2,1,3,1,1,2,432,7,2009,WD,188500
317,13005,Corner,NWAmes,1Fam,2Story,7,7,1980,Gable,278,CBlock,Gd,845,GasA,1153,1200,2,1,4,1,1,2,484,8,2009,WD,260000
318,9000,Inside,Somerst,1Fam,2Story,8,5,2006,Gable,0,PConc,Gd,1088,GasA,1088,871,2,1,3,1,1,3,1025,12,2007,WD,270000
319,9900,Inside,NoRidge,1Fam,2Story,7,5,1993,Gable,256,PConc,Gd,1347,GasA,1372,1274,2,1,4,1,1,3,656,4,2009,WD,260000
320,14115,Inside,NWAmes,1Fam,SLvl,7,5,1980,Gable,225,CBlock,Gd,1372,GasA,1472,0,2,0,3,1,2,2,588,6,2009,WD,187500
321,16259,Corner,NridgHt,1Fam,2Story,9,5,2006,Gable,370,PConc,Ex,1249,GasA,1249,1347,3,1,4,1,0,3,840,9,2006,New,342643
322,12099,Inside,NridgHt,1Fam,2Story,8,5,2004,Gable,388,PConc,Ex,1136,GasA,1136,1332,2,1,4,1,1,3,872,6,2007,WD,354000
323,10380,Inside,SawyerW,1Fam,2Story,7,5,1986,Gable,172,CBlock,TA,1502,GasA,1553,1177,2,1,4,1,1,2,576,8,2007,WD,301000
324,5820,Inside,OldTown,1Fam,1Story,3,8,1955,Gable,0,CBlock,TA,1162,GasA,1163,0,1,0,3,1,0,1,220,7,2006,WD,126175
325,11275,Corner,NAmes,1Fam,SLvl,7,7,1967,Mansard,300,CBlock,Gd,710,GasA,1898,1080,2,1,5,1,1,2,564,6,2010,WD,242000
326,5000,Inside,IDOTRR,1Fam,1.5Unf,5,6,1941,Gable,0,CBlock,TA,720,GasA,803,0,1,0,2,1,0,2,360,12,2007,WD,87000
327,10846,CulDSac,Veenker,TwnhsE,1Story,8,5,1993,Gable,0,PConc,Gd,1719,GasA,1719,0,1,1,1,1,2,2,473,5,2008,Con,324000
328,11600,Inside,NAmes,1Fam,1Story,6,5,1960,Hip,175,CBlock,TA,1383,GasA,1383,0,1,1,3,1,0,1,292,4,2006,WD,145250
329,11888,Inside,BrkSide,1Fam,2.5Unf,6,6,1916,Gable,0,BrkTil,TA,844,GasA,1445,689,2,0,5,1,0,2,441,7,2009,WD,214500
330,6402,Corner,IDOTRR,1Fam,2Story,5,5,1920,Gable,0,PConc,TA,596,GasA,596,596,1,0,3,1,0,1,189,7,2009,WD,78000
331,10624,Inside,NAmes,Duplex,1Story,5,4,1964,Gable,84,CBlock,TA,1728,GasA,1728,0,2,0,6,2,0,1,352,11,2007,WD,119000
332,8176,Inside,NAmes,1Fam,1Story,5,6,1958,Gable,0,CBlock,TA,1056,GasA,1056,0,1,0,3,1,0,1,308,8,2007,WD,139000
333,10655,Inside,NridgHt,1Fam,1Story,8,5,2003,Gable,296,PConc,Gd,3206,GasA,1629,0,2,0,3,1,1,3,880,10,2009,WD,284000
334,8198,FR3,NridgHt,TwnhsE,1Story,7,5,2004,Gable,146,PConc,Gd,1358,GasA,1358,0,2,0,2,1,1,2,484,7,2008,WD,207000
